trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
200,False,"{'a': 0.0099, 'e': 0.1380692373108928}",25,20,7.822936759578026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.0099, 'e': 0.1367090956715683}",25,0,8.464729112003841,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
202,False,"{'a': 0.0099, 'e': 0.1353623530001461}",20,12,14.163116029497576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.0099, 'e': 0.13402887730129895}",20,0,26.05454393258163,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.0099, 'e': 0.1327085378800061}",25,0,-14.895357970735693,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
205,False,"{'a': 0.0099, 'e': 0.13140120532874397}",30,7,26.09977425603438,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.0099, 'e': 0.13010675151480267}",30,13,-13.157830173090538,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.0099, 'e': 0.12882504956772767}",20,8,17.181720583939136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.0099, 'e': 0.1275559738668852}",35,18,-1.2849680707659057,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.0099, 'e': 0.12629940002914988}",35,22,20.497629006929234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.0099, 'e': 0.12505520489671398}",20,12,-7.331682034507729,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.0099, 'e': 0.12382326652501664}",35,22,8.717765842017823,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.0099, 'e': 0.12260346417079183}",30,18,13.940118019087286,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.0099, 'e': 0.1213956782802344}",30,24,9.76591636167588,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.0099, 'e': 0.12019979047728237}",20,0,17.247365542654435,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
215,False,"{'a': 0.0099, 'e': 0.11901568355201486}",25,7,26.571187173293787,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.0099, 'e': 0.11784324144916425}",20,12,13.803171106128122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.0099, 'e': 0.11668234925674151}",30,0,42.27267057407634,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.0099, 'e': 0.11553289319477356}",20,8,10.962772277165396,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.0099, 'e': 0.11439476060415163}",20,2,27.838684989420763,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.0099, 'e': 0.11326783993558943}",30,3,36.80353247828562,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.0099, 'e': 0.11215202073869016}",30,0,-16.084275507032185,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
222,False,"{'a': 0.0099, 'e': 0.11104719365112113}",20,16,8.451409531068295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.0099, 'e': 0.10995325038789501}",20,0,26.50835427732726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.0099, 'e': 0.10887008373075689}",25,15,9.507574636179644,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.0099, 'e': 0.10779758751767567}",30,0,-34.664922719747636,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
226,False,"{'a': 0.0099, 'e': 0.10673565663243893}",30,20,15.664678250271123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.0099, 'e': 0.10568418699435056}",25,17,-26.811669688889793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.0099, 'e': 0.10464307554802962}",25,13,23.079931602652625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.0099, 'e': 0.10361222025330986}",20,10,5.695529436120466,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.0099, 'e': 0.10259152007523863}",20,14,5.867669831985268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.0099, 'e': 0.10158087497417441}",25,9,22.259488412238483,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.0099, 'e': 0.10058018589598183}",25,3,1.5744525824205098,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.0099, 'e': 0.09958935476232328}",20,13,11.883502508093855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.0099, 'e': 0.0986082844610462}",20,9,-11.871738950854574,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
235,False,"{'a': 0.0099, 'e': 0.09763687883666501}",20,0,-13.654998123376046,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
236,False,"{'a': 0.0099, 'e': 0.09667504268093684}",25,3,32.277938919896144,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.0099, 'e': 0.09572268172353014}",20,0,-10.166122081296537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
238,False,"{'a': 0.0099, 'e': 0.09477970262278511}",20,7,24.575441248548703,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.0099, 'e': 0.09384601295656521}",20,10,19.492314301798096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.0099, 'e': 0.09292152121319885}",20,6,20.48943008381237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.0099, 'e': 0.09200613678251023}",20,8,5.930504581487901,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.0099, 'e': 0.09109976994693848}",25,17,13.777598399467976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.0099, 'e': 0.09020233187274455}",25,14,20.120610353097547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.0099, 'e': 0.08931373460130436}",20,0,-70.40991387867213,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
245,False,"{'a': 0.0099, 'e': 0.08843389104048807}",25,11,20.025832494553626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.0099, 'e': 0.08756271495612389}",20,9,17.91346513729291,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.0099, 'e': 0.08670012096354644}",25,7,32.69883320933966,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.0099, 'e': 0.08584602451922803}",25,14,3.298714103757189,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.0099, 'e': 0.08500034191249241}",25,15,16.18505591020908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.0099, 'e': 0.08416299025731036}",20,15,8.777776389093482,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.0099, 'e': 0.08333388748417585}",20,14,10.911822516023673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.0099, 'e': 0.08251295233206236}",25,0,-38.036575042379795,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
253,False,"{'a': 0.0099, 'e': 0.0817001043404585}",25,7,26.5624524243651,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.0099, 'e': 0.08089526384148193}",20,1,-9.22502174762682,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
255,False,"{'a': 0.0099, 'e': 0.08009835195207107}",25,15,10.610927303508346,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.0099, 'e': 0.0793092905662537}",20,8,21.00160018858389,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.0099, 'e': 0.07852800234749177}",25,7,33.68837881028483,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.0099, 'e': 0.07775441072110152}",25,7,26.01503632434178,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.0099, 'e': 0.07698843986674839}",25,17,15.650638290084515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.0099, 'e': 0.0762300147110158}",20,10,14.999144752533624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.0099, 'e': 0.07547906092004711}",20,16,6.52919310186197,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.0099, 'e': 0.07473550489226012}",20,10,17.606812690397682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.0099, 'e': 0.07399927375113334}",30,0,36.04314033004184,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.0099, 'e': 0.07327029533806328}",25,3,30.699610186174255,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.0099, 'e': 0.07254849820529212}",30,18,21.321021652838407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.0099, 'e': 0.07183381160890509}",35,13,-2.986065225197229,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.0099, 'e': 0.07112616550189675}",30,15,-17.71383383050261,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.0099, 'e': 0.07042549052730573}",25,9,14.39377534840128,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.0099, 'e': 0.06973171801141682}",20,12,16.47816477383736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.0099, 'e': 0.06904477995703041}",20,5,3.662514011894377,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.0099, 'e': 0.06836460903679788}",30,13,30.503586391277242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.0099, 'e': 0.06769113858662286}",20,0,24.93071535338179,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.0099, 'e': 0.06702430259912742}",25,8,32.658004853327505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.0099, 'e': 0.06636403571718263}",20,15,8.537405420764149,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.0099, 'e': 0.06571027322750285}",30,10,18.276728637396037,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.0099, 'e': 0.06506295105430313}",20,4,-96.21122934877494,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
277,False,"{'a': 0.0099, 'e': 0.06442200575301908}",20,2,-2.8396152265131036e-06,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.0099, 'e': 0.06378737450408865}",20,0,27.82609524027683,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.0099, 'e': 0.06315899510679512}",35,22,24.771084334976443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.0099, 'e': 0.06253680597317074}",25,11,25.75224016148045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.0099, 'e': 0.06192074612196045}",20,0,19.967490461804413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.0099, 'e': 0.06131075517264509}",20,7,20.39946280967136,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.0099, 'e': 0.060706773339523415}",35,27,13.591209232242848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.0099, 'e': 0.060108741425852485}",25,9,21.659362415779867,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.0099, 'e': 0.059516600818045697}",25,10,23.607828082728957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.0099, 'e': 0.05893029347992809}",20,6,24.753311256329553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.0099, 'e': 0.05834976194704811}",25,13,18.324815326436596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.0099, 'e': 0.057774949321045495}",25,13,19.032653282893033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.0099, 'e': 0.057205799264074646}",25,8,-15.117513838320615,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.0099, 'e': 0.05664225599328287}",20,16,6.076925312187736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.0099, 'e': 0.05608426427534311}",20,12,16.49482290291538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.0099, 'e': 0.055531769421040364}",20,2,7.133788593712472,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.0099, 'e': 0.054984717279911714}",20,2,28.416384536085886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.0099, 'e': 0.05444305423493889}",20,10,5.073797915079657,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.0099, 'e': 0.05390672719729327}",30,13,24.9865107744847,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.0099, 'e': 0.05337568360113255}",25,15,18.929623686206277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.0099, 'e': 0.05284987139844877}",20,0,32.00077271780847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.0099, 'e': 0.05232923905396703}",25,6,30.84167453575081,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.0099, 'e': 0.051813735540094503}",25,13,18.693235285927077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.0099, 'e': 0.05130331033191911}",20,4,23.41023829073884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.0099, 'e': 0.050797913402257616}",30,19,18.576870932138313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.0099, 'e': 0.05029749521675237}",20,11,19.373813156986667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.0099, 'e': 0.049802006729016426}",25,19,8.910204214856385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.0099, 'e': 0.049311399375826466}",25,18,12.01885568086971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.0099, 'e': 0.048825625072363064}",20,3,-13.37448434874954,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.0099, 'e': 0.04834463620749789}",25,18,8.745220533754098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.0099, 'e': 0.04786838563912726}",20,3,30.709524229068734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.0099, 'e': 0.047396826689551724}",25,17,11.884030709020847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.0099, 'e': 0.04692991314090116}",20,7,-40.82973502116533,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
310,False,"{'a': 0.0099, 'e': 0.0464675992306049}",20,14,14.092317327870859,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.0099, 'e': 0.04600983964690651}",25,18,5.3006204199154325,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.0099, 'e': 0.04555658952442276}",20,0,20.87661660587677,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
